,Brand,CPU,Graphics,RAM,Display,Storage,Battery,Camera,Weight,Price,Type
99,Lenovo,"
Intel Core i7-1255U, 10C (2P +8E) / 12T, P-core 1.7 / 4.7GHz, E-core 1.2 / 3.5GHz, 12MB
","
Integrated Intel Iris Xe Graphics
","
2x 8GB SO-DIMM DDR4-3200
","
14"" FHD (1920x1080) IPS 250nits Anti-glare
","
512GB SSD M.2 2242 PCIe 4.0x4 NVMe Opal2
","
Integrated 57Wh
","
IR & FHD 1080p with Privacy Shutter
","
Starting at 1.39 kg (3.06 lbs)
",170000,Normal
100,Lenovo,"
AMD Ryzen 7 5800H (8C / 16T, 3.2 / 4.4GHz, 4MB L2 / 16MB L3)
","
NVIDIA GeForce RTX 3060 6GB GDDR6, Boost Clock 1425 / 1702MHz, TGP 130W
",12GB,"
16"" WQXGA (2560x1600) IPS 500nits Anti-glare, 165Hz, 100% sRGB, Dolby Vision, HDR 400, Free-Sync, G-Sync, DC dimmer
","
1TB SSD M.2 2280 PCIe 3.0x4 NVMe
","
Integrated 80Wh
","
720p with E-camera Shutter
","
2.45 kg (5.4 lbs)
",182000,Normal
101,Lenovo,"
Intel® Core™ i7-12700H, 14C (6P + 8E) / 20T, P-core 2.3 / 4.7GHz, E-core 1.7 / 3.5GHz, 24MB
","
NVIDIA® GeForce MX550 2GB GDDR6
",12GB,"
14"" 2.8K (2880x1800) OLED 400nits Glossy, 100% DCI-P3, 90Hz, DisplayHDR™ True Black 500, Eyesafe®, Panda King Glass, Dolby® Vision™
","
1TB SSD M.2 2280 PCIe® 4.0x4 NVMe®
","
Integrated 61Wh
","
FHD 1080p + IR, ToF Sensor
","
Around 1.40 kg (3.09 lbs)
",182000,Normal
102,Lenovo,"
AMD Ryzen 7 6800H (8C / 16T, 3.2 / 4.7GHz, 4MB L2 / 16MB L3)
","
NVIDIA GeForce RTX 3060  6GB GDDR6
","
2x 8GB SO-DIMM DDR5-4800
","
15.6"" FHD (1920x1080) IPS 300nits Anti-glare, 165Hz, 100% sRGB, Dolby Vision, FreeSync, G-SYNC, DC dimmer
","
2TB SSD M.2 2280 PCIe 4.0x4 NVMe
","
Integrated 80Wh
","
FHD 1080p with E-camera Shutter
","
Around 2.35 kg (5.18 lbs)
",185000,Normal
103,Lenovo,"
AMD Ryzen™ 7 7840HS (8C / 16T, 3.8 / 5.1GHz, 8MB L2 / 16MB L3)
","
NVIDIA® GeForce RTX™ 4060 8GB GDDR6, Boost Clock 2370MHz, TGP 115W
",12GB,15.6,"
512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®
","
Integrated 60Wh
","
FHD 1080p with E-shutter
",1.65kg,185000,Normal
104,Lenovo,"
12th Generation Intel® Core™ i7-12700H Processor (E-cores up to 3.50 GHz P-cores up to 4.70 GHz) 14 Core (6 P-core + 8 E-core) 20 Threads, 18MB Cache
","
NVIDIA GeForce RTX 3060 6GB GDDR6, Boost Clock 1425 / 1702MHz, TGP 130W
","
2x 8GB SO-DIMM DDR5-4800
","
15.6"" FHD (1920x1080) IPS 300nits Anti-glare, 165Hz, 100% sRGB, Dolby Vision, FreeSync, G-SYNC, DC dimmer
","
512GB SSD M.2 2280 PCIe 4.0x4 NVMe
","
Integrated 80Wh
","
FHD 1080p with E-camera Shutter
","
Around 2.35 kg (5.18 lbs)
",189000,Normal
105,Lenovo,"
Intel Core i7-13700H, 14C (6P + 8E) / 20T, P-core up to 5.0GHz, E-core up to 3.7GHz, 24MB
","
Integrated Intel Iris Xe Graphics
",12GB,"
14.5"" 2.5K (2560x1600) IPS 350nits Anti-glare, 100% sRGB, 90Hz, Eyesafe, Dolby Vision
","
1TB SSD M.2 2280 PCIe 4.0x4 NVMe
","
Integrated 73Wh
","
FHD 1080p + IR with E-shutter, ToF Sensor
","
Starting at 1.49 kg (3.28 lbs)
",192000,Normal
106,Lenovo,"
Intel Core i7-12700H, 14C (6P + 8E) / 20T, P-core 2.3 / 4.7GHz, E-core 1.7 / 3.5GHz, 24MB
","
Intel Arc A370M 4GB GDDR6
","
16GB Soldered LPDDR5-4800
","
16"" 2.5K (2560x1600) IPS 400nits Glossy, 100% sRGB, Dolby Vision, TÜV Low Blue Light, Touch
","
1TB SSD M.2 2242 PCIe 4.0x4 NVMe
","
Integrated 99.99Wh
","
FHD 1080p + IR with Privacy Shutter
","
Around 2.16 kg (4.76 lbs)
",195000,"
2-in-1 Convertible Laptop
"
107,Lenovo,"
Intel Core i7-1165G7 (4C / 8T, 2.8 / 4.7GHz, 12MB)
","
NVIDIA Quadro T500 4GB GDDR6
",12GB,"
14"" FHD (1920x1080) IPS 300nits Anti-glare
","
512GB SSD M.2 2280 PCIe x4 NVMe Opal2
","
Integrated 50Wh
","
IR & 720p with Privacy Shutter
","
1.469 kg (3.24 lbs)
",195000,"
Workstation Laptop
"
108,Lenovo,"
AMD Ryzen™ 7 PRO 6850U (8C / 16T, 2.7 / 4.7GHz, 4MB L2 / 16MB L3)
","
Integrated AMD Radeon™ 680M Graphics
",12GB,"
13.3"" WUXGA (1920x1200) IPS 400nits Anti-glare, 100% sRGB, Low Power
","
512GB SSD M.2 2242 PCIe® 4.0x4 NVMe® Opal 2.0
","
Integrated 51.5Wh
","
FHD 1080p + IR Hybrid with E-shutter
","
Starting at 1.19 kg (2.63 lbs)
",199000,Normal
109,Lenovo,"
AMD Ryzen 7 5800H (8C / 16T, 3.2 / 4.4GHz, 4MB L2 / 16MB L3)
","
NVIDIA GeForce RTX 3070 8GB GDDR6, Boost Clock 1560 / 1620MHz, TGP 140W
",12GB,"
16"" WQXGA (2560x1600) IPS 500nits Anti-glare, 165Hz, 100% sRGB, Dolby Vision, HDR 400, Free-Sync, G-Sync, DC dimmer
","
512GB SSD M.2 2280 PCIe 3.0x4 NVMe
","
Integrated 80Wh
","
720p with E-camera Shutter
","
2.45 kg (5.4 lbs)
",217000,"
Powerful Gaming Laptop
"
110,Lenovo,"
AMD Ryzen 7 PRO 6850H (8C / 16T, 3.2 / 4.7GHz, 4MB L2 / 16MB L3)
","
AMD Radeon RX 6500M 4GB GDDR6
",12GB,15.6,"
512GB SSD M.2 2280 PCIe 4.0x4 Performance NVMe Opal 2.0
","
Integrated 72Wh
","
FHD 1080p + IR Hybrid with E-shutter
",1.65kg,219000,"
Thin and Light Ultrabook
"
111,Lenovo,"
Intel® Core™ i7-1280P, 14C (6P + 8E) / 20T, P-core 1.8 / 4.8GHz, E-core 1.3 / 3.6GHz, 24MB
","
Integrated Intel® Iris® Xe Graphics
",12GB,"
14"" 2.8K (2880x1800) OLED 400nits Glossy, 100% DCI-P3, 90Hz, DisplayHDR™ 500, Dolby® Vision™, Glass, Touch
","
1TB SSD M.2 2280 PCIe® 4.0x4 NVMe®
","
Integrated 75Wh
","
FHD 1080p + IR with Privacy Shutter, ToF Sensor
","
Starting at 1.4 kg (3.09 lbs)
",220000,Normal
112,Lenovo,"
Intel® Core™ i7-12700H, 14C (6P + 8E) / 20T, P-core 2.3 / 4.7GHz, E-core 1.7 / 3.5GHz, 24MB
","
NVIDIA® GeForce RTX™ 3060 6GB GDDR6, Boost Clock 1605MHz, TGP 100W
",12GB,"
16"" WQXGA (2560x1600) IPS 500nits Anti-glare, 100% sRGB, DisplayHDR™ 400, Dolby® Vision™, G-SYNC®, Low Blue Light, High Gaming Performance
","
1TB SSD M.2 2280 PCIe® 4.0x4 NVMe®
","
Integrated 99.99Wh
","
FHD 1080p with E-shutter
","
Less than 2.23 kg (4.9 lbs)
",225000,Normal
113,Lenovo,"
Intel® Core™ i7-1360P, 12C (4P + 8E) / 16T, P-core up to 5.0GHz, E-core up to 3.7GHz, 18MB
","
Integrated Intel® Iris® Xe Graphics
",12GB,"
14"" 2.8K (2880x1800) OLED 400nits Glossy, 100% DCI-P3, 90Hz, DisplayHDR™ 500, Dolby® Vision™, Eyesafe®, Glass, Touch
","
1TB SSD M.2 2280 PCIe® 4.0x4 NVMe®
","
Integrated 75Wh
","
FHD 1080p + IR with Privacy Shutter, ToF Sensor
","
Starting at 1.4 kg (3.09 lbs)
",230000,Normal
114,Lenovo,"
Intel® Core™ i7-1360P, 12C (4P + 8E) / 16T, P-core 2.2 / 5.0GHz, E-core 1.6 / 3.7GHz, 18MB
",Integrated Intel® Iris® Xe Graphics,12GB,15.6,"
512GB SSD M.2 2280 PCIe® 4.0x4 Performance NVMe® Opal 2.0
","
Integrated 52.5Wh
","
FHD 1080p + IR Hybrid with Privacy Shutter
",1.65kg,239000,Normal
115,Lenovo,"
Intel Core i7-13700H, 14C (6P + 8E) / 20T, P-core 2.4 / 5.0GHz, E-core 1.8 / 3.7GHz, 24MB
","
NVIDIA GeForce RTX 4060 8GB GDDR6, Boost Clock 2370MHz, TGP 115W
",12GB,"
16"" 3.2K (3200x2000) IPS 430nits Anti-glare, 100% DCI-P3, 165Hz, Dolby Vision, G-SYNC, Low Blue Light, High Gaming Performance
","
1TB SSD M.2 2280 PCIe 4.0x4 NVMe
","
Integrated 99.9Wh
","
FHD 1080p with E-shutter
","
Around 2 kg (4.4 lbs)
",245000,"
Gaming Laptop
"
116,Lenovo,"
Intel Core i7-11800H (8C / 16T, 2.3 / 4.6GHz, 24MB)
","
NVIDIA GeForce RTX 3070 8GB GDDR6, Boost Clock 1560 / 1620MHz, TGP 140W
","
2x 16GB SO-DIMM DDR4-3200
","
16"" WQXGA (2560x1600) IPS 500nits Anti-glare, 100% sRGB, 165Hz, DisplayHDR 400, Dolby Vision, G-SYNC
","
1TB SSD M.2 2280 PCIe 4.0x4 NVMe
","
Integrated 80Wh
","
HD 720p with E-shutter
","
Starting at 2.3 kg (5.07 lbs)
",258000,"
Gaming Laptop
"
117,Lenovo,"
Intel Core i9-13900HX, 24C (8P + 16E) / 32T, P-core 2.2 / 5.4GHz, E-core 1.6 / 3.9GHz, 36MB
","
NVIDIA GeForce RTX 4060 8GB GDDR6, Boost Clock 2370MHz, TGP 140W
",12GB,"
16"" WQXGA (2560 x 1600 pixels) IPS 300nits Anti-glare, 100% sRGB, 165Hz, Dolby Vision, G-SYNC, Low Blue Light
","
1TB SSD M.2 2280 PCIe 4.0x4 NVMe
","
Integrated 80Wh
","
FHD 1080p with E-shutter
","
Less than 2.55 kg (5.6 lbs)
",265000,"
Gaming Laptop
"
118,Asus,"Intel Celeron N4020 Processor 1.1 GHz (4M Cache, up to 2.8 GHz, 2 cores)",Intel UHD Graphics 600,4GB RAM,"
14.0-inch IPS display; HD (1366 x 768 pixels) resolution; 16:9 aspect ratio; Anti-glare display, LED Backlit, 200nits, NTSC: 45%,Screen-to-body ratio: 78%
",256GB PCIe Gen3 x2 SSD,"

42WHrs, 3S1P, 3-cell Li-ion

",720p,"



1.3 Kg



",40000,Normal
119,Asus,"Intel Celeron N4020 Processor 1.1 GHz (4M Cache, up to 2.8 GHz, 2 cores)",Intel UHD Graphics 600,"4GB DDR4, 2400 MHz; Expandable up to 8GB","15.6-inch IPS display, HD (1366 x 768 pixels) resolution; 16:9 aspect ratio, Anti-glare display, LED Backlit, 200nits, NTSC: 45%",256GB,"42WHrs, 3S1P, 3-cell Li-ion",VGA cameraWithout privacy shutter,1.63 kg,40000,Normal
120,Asus,"Intel Core i3-1115G4 Processor 3.0 GHz (6M Cache, up to 4.1 GHz, 2 cores)",Intel UHD Graphics,4GB DDR4 onboard Can Be upgraded ,"
14.0-inch IPS display; Full-HD (1920 x 1080 pixels) resolution; 16:9 aspect ratio, Anti-glare display, LED Backlit, 250nits brightness, NTSC: 45%
",256Gb SSD HDD Can Be Added,2 -Cell 37 Wh Polymer Battery,720p,"



1.6 Kg



",56000,Normal
121,Asus,"Intel Core i3-1115G4 Processor 3.0 GHz (6M Cache, up to 4.1 GHz, 2 cores)","Intel® Iris Xe Graphics,","4GB DDR4 on board, Memory Max Up to:16GB","
15.6-inch, FHD (1920 x 1080) 16:9, IPS-level Panel, Anti-glare display, LED Backlit, 250nits, NTSC: 45%, Screen-to-body ratio: 83 %
",256GB SSD,"37WHrs, 2S1P, 2-cell Li-ion",720p,1.8 kg ,60000,Normal
122,Asus,"AMD Ryzen™ 3 7320U Mobile Processor (4-core/8-thread, 4MB cache, up to 4.1 GHz max boost)",AMD Radeon™ Graphics,4GB LPDDR5 on board,"
14-inch, FHD (1920 x 1080) 16:9 aspect ratio, IPS-level Panel, LED Backlit, 250nits, 45% NTSC color gamut for non-OLED, Anti-glare display, Screen-to-body ratio: 82%
",256GB SSD,"42WHrs, 3S1P, 3-cell Li-ion",720p,"



1.38 Kg



",61000,Normal
123,Asus,"Intel Core i3-1215U Processor 1.2 GHz (10M Cache, up to 4.4 GHz, 6 cores)",Intel UHD Graphics,"4GB DDR4 on board, Total system memory upgradeable to:12GB","
14-inch IPS display; Full-HD (1920 x 1080 pixels) resolution; 16:9 aspect ratio, LED Backlit, 250nits, 45% NTSC color gamut for non-OLED, Anti-glare display, Screen-to-body ratio: 82 %
",256GB SSD,"42WHrs, 3S1P, 3-cell Li-ion",720p,"



1.5 Kg



",68000,Normal
124,Asus,"Intel® Core™ i3-N305 Processor 1.8 GHz (6MB Cache, up to 3.8 GHz, 8 cores, 8 Threads)",Intel® UHD Graphics,8GB LPDDR4 on board,"
14.0-inch, FHD (1920 x 1080) 16:9 aspect ratio, LED Backlit, 60Hz refresh rate, 250nits, 45% NTSC color gamut, Anti-glare display, Non-touch screen, (Screen-to-body ratio)83%
",256GB SSD,"42WHrs, 3S1P, 3-cell Li-ion",720p,"



1.38 Kg



",69000,Normal
125,Asus,"Intel Core i3-1215U Processor 1.2 GHz (10M Cache, up to 4.4 GHz, 6 cores)",Intel UHD Graphics,"4GB DDR4 on board, Total system memory upgradeable to:12GB","
15.6-inch, FHD (1920 x 1080) 16:9 aspect ratio, IPS-level Panel, LED Backlit, 60Hz refresh rate, 250nits, 45% NTSC color gamut for non-OLED, Anti-glare display, TÜV Rheinland-certified, Screen-to-body ratio: 82 ％
",256GB SSD,"42WHrs, 3S1P, 3-cell Li-ion",720p,"



1.7 Kg



",71000,Normal
126,Asus,"AMD Ryzen™ 5 7520U Mobile Processor (4-core/8-thread, 4MB cache, up to 4.3 GHz max boost)",AMD Radeon™ Graphics,8GB LPDDR5 on board,"
14-inch, FHD (1920 x 1080) 16:9 aspect ratio, IPS-level Panel, LED Backlit, 250nits, 45% NTSC color gamut for non-OLED, Anti-glare display, Screen-to-body ratio: 82%
",512GB SSD,"42WHrs, 3S1P, 3-cell Li-ion",720p,"



1.38 Kg



",76000,Normal
127,Asus,"AMD Ryzen 5 5600H Mobile Processor (6-core/12-thread, 19MB cache, up to 4.2 GHz max boost)",AMD Radeon Graphics,"8GB DDR4 onboard, 8GB DDR4 SO-DIMM, Memory Max Up to 16GB","
16.0-inch, WUXGA (1920 x 1200) 16:10 aspect ratio, 60Hz refresh rate, 300nits, NTSC: 45%, Anti-glare display, (Screen-to-body ratio)86%
",512GB M.2 NVMe PCIe 3.0 SSD,"50WHrs, 3S1P, 3-cell Li-ion",720p,"



1.88 Kg



",82000,Normal
128,Asus,"Intel® Core™ i5-1135G7 Processor 2.4 GHz (8M Cache, up to 4.2 GHz, 4 cores)",Intel Iris Xᵉ Graphics (available for Intel® Core™ i5/i7 with dual channel memory),"8GB DDR4 on board, Memory Max Up to:16GB","
14.0-inch IPS display; Full-HD (1920 x 1080 pixels) resolution; 16:9 aspect ratio, Anti-glare display, LED Backlit, 250nits brightness, NTSC: 45%
",512Gb SSD HDD Can Be Added,2 -Cell 37 Wh Polymer Battery,720p,"



1.6 Kg



",83000,Normal
129,Asus,"Intel® Core™ i5-1135G7 Processor 2.4 GHz (8M Cache, up to 4.2 GHz, 4 cores)","Intel® Iris Xe Graphics,","8GB DDR4 on board, Memory Max Up to:16GB","
15.6-inch, FHD (1920 x 1080) 16:9, IPS-level Panel, Anti-glare display, LED Backlit, 250nits, NTSC: 45%, Screen-to-body ratio: 83 %
",256GB SSD,"37WHrs, 2S1P, 2-cell Li-ion",720p,1.8 kg ,89000,Normal
130,Asus,"Intel Core i5-1235U Processor 1.3 GHz (10M Cache, up to 4.4 GHz, 10 cores)",Intel Iris Xᵉ Graphics,"8GB DDR4 on board, Total system memory upgradeable to:16GB","
14.0-inch, FHD (1920 x 1080) 16:9 aspect ratio, IPS-level Panel, LED Backlit, 250nits, 45% NTSC color gamut for non-OLED, Anti-glare display, Screen-to-body ratio: 82 ％
",512GB SSD,"42WHrs, 3S1P, 3-cell Li-ion",720p,"



1.5 Kg



",91000,Normal
131,Asus,"Intel Core i5-1235U Processor 1.3 GHz (10M Cache, up to 4.4 GHz, 10 cores)",Intel Iris Xᵉ Graphics,"8GB DDR4 on board, Total system memory upgradeable to:16GB","
14.0-inch, FHD (1920 x 1080) 16:9 aspect ratio, IPS-level Panel, LED Backlit, 250nits, 45% NTSC color gamut for non-OLED, Anti-glare display, Screen-to-body ratio: 82 %
",512GB SSD,"42WHrs, 3S1P, 3-cell Li-ion",720p,"



1.5 Kg



",93000,Normal
132,Asus,"AMD Ryzen 7 5800H/HS Mobile Processor (8-core/16-thread, 20MB cache, up to 4.4 GHz max boost)",AMD Radeon Graphics,"8GB DDR4 onboard, 8GB DDR4 SO-DIMM, Memory Max Up to 16GB","
16.0-inch display, WUXGA (1920 x 1200 pixels) resolution, 16:10 aspect ratio, 60Hz refresh rate, 300nits, NTSC: 45%, Anti-glare display, (Screen-to-body ratio) 86%
",1TB M.2 NVMe PCIe 3.0 SSD,"50WHrs, 3S1P, 3-cell Li-ion",720p,"



1.88 Kg



",93000,Normal
133,Asus,"Intel® Core™ i5-1335U Processor 1.3 GHz (12MB Cache, up to 4.6 GHz, 10 cores, 12 Threads)",Intel Iris Xᵉ Graphics,"8GB DDR4 on board, Total system memory upgradeable to:16GB","
14.0-inch, FHD (1920 x 1080) 16:9 aspect ratio, IPS-level Panel, LED Backlit, 250nits, 45% NTSC color gamut for non-OLED, Anti-glare display, Screen-to-body ratio: 82 ％
",512GB SSD,"42WHrs, 3S1P, 3-cell Li-ion",720p,"



1.5 Kg



",93000,Normal
134,Asus,"




Intel Core i5 1135G7 Processor




",Integrated Intel IRIS Xe Graphics,8GB DDR4 3200MHz SDRAM Onboard memory,"
15.6-inch (16:9) LED-backlit Full-HD (1920 x 1080 pixels) 60Hz Anti-Glare Panel with 45% NTSC
",512GB PCIe Gen3 x2 SSD M.2,"
3 -Cell 42 Wh Battery
",720p,"



1.7 Kg



",95000,Normal
135,Asus,"Intel Core i5-1235U Processor 1.3 GHz (10M Cache, up to 4.4 GHz, 10 cores)",Intel Iris Xᵉ Graphics,"8GB DDR4 on board, Total system memory upgradeable to:16GB","
15.6-inch, FHD (1920 x 1080) 16:9 aspect ratio, IPS-level Panel, LED Backlit, 60Hz refresh rate, 250nits, 45% NTSC color gamut for non-OLED, Anti-glare display, TÜV Rheinland-certified, Screen-to-body ratio: 82 ％
",512GB SSD,"42WHrs, 3S1P, 3-cell Li-ion",720p,"



1.7 Kg



",95000,Normal
136,Asus,"




Intel Core i5 1135G7 Processor




",NVIDIA GeForce MX350 2GB,8GB DDR4 3200MHz SDRAM Onboard memory,"
15.6-inch (16:9) LED-backlit Full-HD (1920 x 1080 pixels) 60Hz Anti-Glare Panel with 45% NTSC
",512GB PCIe Gen3 x2 SSD M.2,"
3 -Cell 42 Wh Battery
",720p,"



1.7 Kg



",99000,Normal
137,Asus,"
AMD Ryzen™ 7 7730U Mobile Processor (8-core/16-thread, 16MB cache, up to 4.5 GHz max boost)
","








AMD Radeon™ Graphics








","


8GB DDR4 onboard , Can be expandable upto 24GB


","








14.0-inch, WUXGA (1920 x 1200) 16:10 aspect ratio, IPS-level Panel, LED Backlit, 60Hz refresh rate, 300nits, 45% NTSC color gamut, Anti-glare display, Non-touch screen, (Screen-to-body ratio)86%








","
512 GB M.2 NVMe™ SSD
","
42WHrs, 3S1P, 3-cell Li-ion
","
720p HD cameraWith privacy shutter
","
1.6 KG
",102000,Normal
138,Asus,"Intel Core i7-1255U Processor 1.7 GHz (12M Cache, up to 4.7 GHz, 10 cores)",Intel Iris Xᵉ Graphics,"8GB DDR4 on board, Total system memory upgradeable to:16GB","
14-inch, FHD (1920 x 1080) 16:9 aspect ratio, IPS-level Panel, LED Backlit, 250nits, 45% NTSC color gamut for non-OLED, Anti-glare display, Screen-to-body ratio: 82%
",512GB SSD,"42WHrs, 3S1P, 3-cell Li-ion",720p,"



1.5 Kg



",107000,Normal
139,Asus,"Intel Core i7-1255U Processor 1.7 GHz (12M Cache, up to 4.7 GHz, 10 cores)",Intel Iris Xᵉ Graphics,"8GB DDR4 on board, Total system memory upgradeable to:16GB","
15.6-inch, FHD (1920 x 1080) 16:9 aspect ratio, IPS-level Panel, LED Backlit, 60Hz refresh rate, 250nits, 45% NTSC color gamut for non-OLED, Anti-glare display, TÜV Rheinland-certified, Screen-to-body ratio: 82 ％
",512GB SSD,"42WHrs, 3S1P, 3-cell Li-ion",720p,"



1.7 Kg



",107000,Normal
140,Asus,"11th Gen, Intel Core i5-11400H Processor 2.7 GHz (12M Cache, up to 4.5 GHz, 6 Cores)","NVIDIA GeForce RTX™ 2050 Laptop GPU, Up to 1625MHz at 55W (TGP 70W with Dynamic Boost) *Vary by scenario","8GB DDR4-3200, SO-DIMM x 2 slot, Max Capacity: 32GB","15.6-inch, FHD (1920 x 1080) 16:9, Value IPS-level, Anti-glare display, sRGB:62.5%, Adobe:47.34%, Refresh Rate:144Hz, Optimus",512GB SSD,"48WHrs, 4S1P, 3-cell Li-ion",720p,2.3 KG,110000,Gaming
141,Asus,"AMD Ryzen 5 5600H Mobile Processor (6-core/12-thread, 19MB cache, up to 4.2 GHz max boost)",AMD Radeon Graphics,"8GB DDR4 on board, 8GB DDR4 SO-DIMM, Total system memory upgradeable to:16GB","
15.6-inch, FHD (1920 x 1080) OLED 16:9 aspect ratio, 0.2ms response time, 600nits HDR peak brightness, 100% DCI-P3 color gamut, 1,000,000:1, VESA CERTIFIED Display HDR True Black 600, 1.07 billion colors, PANTONE Validated, Glossy display, 70% less harmful blue light, SGS Eye Care Display, Screen-to-body ratio: 86 ％
",512GB SSD,"70WHrs, 3S1P, 3-cell Li-ion",720p FHD cameraWith privacy shutter,"



1.70 Kg



",113000,Normal
142,Asus,"Intel Core i5-12500H Processor 2.5 GHz (18M Cache, up to 4.5 GHz, 4P+8E cores)",Intel Iris Xᵉ Graphics,"8GB DDR4 on board, 8GB DDR4 SO-DIMM, Total system memory upgradeable to:16GB","
15.6-inch, Full-HD (1920 x 1080) OLED 16:9 aspect ratio, 0.2ms response time, 600nits HDR peak brightness, 100% DCI-P3 color gamut, 1,000,000:1, VESA CERTIFIED Display HDR True Black 600, 1.07 billion colors, PANTONE Validated, Glossy display, 70% less harmful blue light, SGS Eye Care Display, Screen-to-body ratio: 86 ％
",512GB SSD,"70WHrs, 3S1P, 3-cell Li-ion",720p FHD cameraWith privacy shutter,"



1.70 Kg



",113000,Normal
143,Asus,"AMD Ryzen™ 5 5600H Mobile Processor (6-core/12-thread, 19MB cache, up to 4.2 GHz max boost)",AMD Radeon™ Graphics,"8GB DDR4 on board, Total system memory upgradeable to:16GB","
14.0-inch, WUXGA (1920 x 1200) 16:10 aspect ratio, IPS-level Panel, 300nits, 45% NTSC color gamut for non-OLED, Glossy display, TÜV Rheinland-certified, Touch screen, With stylus support, Screen-to-body ratio: 85 ％
",512GB SSD,"50WHrs, 3S1P, 3-cell Li-ion",720p,"



1.5 Kg



",114000,Normal
144,Asus,10th Gen Intel Core i5-10300H Processor,"NVIDIA GeForce GTX 1650, with 4GB GDDR6 VRAM","8GB DDR4 2933MHz SDRAM,","15.6"" (16:9) LED-backlit FHD (1920x1080) 144Hz Anti-Glare IPS-level Panel with Adaptive Sync",512GB SSD,48 Wh lithium-polymer battery Battery,720p,2.3 KG,115000,Gaming
145,Asus,"Intel Core i5-1135G7 Processor 2.4 GHz (8M Cache, up to 4.2 GHz, 4 cores)",Intel Iris Xe Graphics,"8GB LPDDR4X on board, Memory Max Up to: 8GB","
14-inch IPS display; Touch Screen Panel; Full-HD (1920 x 1080 pixels) resolution; Stylus Support; 16:9 aspect ratio; Glossy display, LED Backlit, NTSC: 45%, Screen-to-body ratio: 82％
",512GB M.2 NVMe PCIe 3.0 SSD,"42WHrs, 3S1P, 3-cell Li-ion",720p,"



1.5 Kg



",115000,Normal
146,Asus,"11th Gen Intel Core i7-1165G7 Processor 2.8 GHz (12M Cache, up to 4.7 GHz, 4 cores)","NVIDIA GeForce MX330, 2GB GDDR5, Intel Iris Plus Graphics, ",8GB DDR4 onboard Can Be upgraded ,"
15.6-inch IPS display; Full-HD (1920 x 1080 pixels) resolution; 16:9 aspect ratio; Anti-glare display, LED Backlit, 250nits brightness; NTSC: 45%, Screen-to-body ratio: 83 %
",512GB SSD,2 -Cell 32 Wh Polymer Battery,720p,"



1.8 Kg



",121000,Normal
147,Asus,"AMD Ryzen 5 7530U Mobile Processor (6-core/12-thread, 16MB cache, up to 4.3 GHz max boost)",AMD Radeon Graphics,"8GB LPDDR4X on board, Total system memory upgradeable to:16GB","

14.0-inch OLED display, WQXGA display, 16:10 aspect ratio, 0.2ms response time, VESA CERTIFIED Display, Glossy display, Screen-to-body ratio: 90 ％

",512GB M.2 NVMe™ PCIe® 3.0 SSD,"75WHrs, 2S2P, 4-cell Li-ion",1080p FHD cameraWith privacy shutter,"



1.39Kg



",122000,Normal
148,Asus,"
Intel® Core™ i7-13700H Processor 2.4 GHz (24MB Cache, up to 5.0 GHz, 14 cores, 20 Threads)
","








 Intel Iris Xᵉ Graphics








","


16GB DDR4 onboard


","







14.0-inch, WUXGA (1920 x 1200) 16:10 aspect ratio, IPS-level Panel, LED Backlit, 60Hz refresh rate, 300nits, 45% NTSC color gamut, Anti-glare display, TÜV Rheinland-certified, Non-touch screen, (Screen-to-body ratio)85%







","
512 GB M.2 NVMe™ SSD
","
50WHrs, 3S1P, 3-cell Li-ion
","
720p HD cameraWith privacy shutter
","
1.4 KG
",125000,Normal
149,Asus,"AMD Ryzen™ 7 5700U Mobile Processor (8-core/16-thread, 12MB cache, up to 4.3 GHz max boost)",AMD Radeon™ Graphics,"16GB (8GB onboard + 8GB SO-DIMM) DDR4 3200MHz RAM, ","Touch screen, 14.0-inch, LCD, FHD (1920 x 1080) 16:9, IPS-level Panel, Glossy display, LED Backlit, 250nits, NTSC: 45%, Screen-to-body ratio: 82 %, With stylus support",512GB SSD,3 -Cell 42 Wh Polymer BatteryUp to 10 hours of video playbackUp to 9 hours of web browsing,720p,NB:1.5 kg with battery,132000,Normal
150,Asus,"


Intel® Core™ i5-1240P Processor 1.7 GHz (12M Cache, up to 4.4 GHz, 4P+8E cores)


",Intel® Iris Xe Graphics,"16GB LPDDR5 on board, Total system memory upgradeable to:16GB","

14.0-inch, WQXGA (2560 x 1600) 16:10 aspect ratio, IPS-level Panel, LED Backlit, 400nits, 100% sRGB color gamut for non-OLED, Anti-glare display, Screen-to-body ratio: 90 ％

",512GB M.2 NVMe™ PCIe® 4.0 Performance SSD,"


75WHrs, 2S2P, 4-cell Li-ion


",1080p FHD camera,"



1.39 Kg



",134000,Normal
151,Asus,AMD Ryzen 7 4800H Processor,NVIDIA GeForce RTX 3050 with 4GB GDDR6 VRAM,16GB DDR4 3200MHz SDRAM,"15.6"" (16:9) LED-backlit FHD (1920x1080) 144Hz Anti-Glare IPS-level Panel with Adaptive Sync",512GB SSD,90 Wh lithium-polymer battery Battery,720p,2.3 KG,135000,Gaming
