,Brand,CPU,Graphics,RAM,Display,Storage,Battery,Camera,Weight,Price,Type
193,Asus,"


Intel® Core™ i9-12900H Processor 2.5 GHz (24M Cache, up to 5.0 GHz, 6P+8E cores)


",Intel Iris Xᵉ Graphics (available for Intel® Core™ i5/i7/i9 with dual channel memory)Intel® Iris Xe Graphics,"32GB LPDDR5 on board, Total system memory upgradeable to:32GB","

14.0-inch, 2.8K (2880 x 1800) 16:10 aspect ratio, 0.2ms response time, 90Hz refresh rate, 400nits, 550nits HDR peak brightness, 100% DCI-P3 color gamut, 1,000,000:1, VESA CERTIFIED Display HDR True Black 500, 1.07 billion colors, PANTONE Validated, Glossy display, 70% less harmful blue light, SGS Eye Care Display, Touch screen, With stylus support, Screen-to-body ratio: 90 %

",1TB M.2 NVMe PCIe 4.0 Performance SSD,"


63WHrs, 3S1P, 3-cell Li-ion


",720p HD cameraWith privacy shutter,"



1.3 Kg



",272000,Normal
194,Asus,"
Intel® Core™ i9-13900H Processor 2.6 GHz (24MB Cache, up to 5.4 GHz, 14 cores, 20 Threads)
","




















NVIDIA® GeForce RTX™ 4070 Laptop GPU




ROG Boost: 2030MHz* at 140W (1980MHz Boost Clock+50MHz OC, 115W+25W Dynamic Boost, 115W+25W in Manual Mode)




8GB GDDR6




















","








16GB DDR5-4800 




8GB DDR5 on board8GB DDR5 SO-DIMMTotal system memory upgradeable to:24GB*Dual-channel memory support requires at least one SO-DIMM module.








","











16.0-inch, 3.2K (3200 x 2000) OLED 16:10 aspect ratio, 0.2ms response time, 120Hz refresh rate, 400nits, 600nits HDR peak brightness, 100% DCI-P3 color gamut, 1,000,000:1, VESA CERTIFIED Display HDR True Black 600, 1.07 billion colors, PANTONE Validated, Glossy display, 70% less harmful blue light, TÜV Rheinland-certified, Non-touch screen, (Screen-to-body ratio)87%














","
1TB PCIe® 4.0 NVMe™ M.2 SSD
","
96WHrs, 3S2P, 6-cell Li-ion
",720p,"
1.9 KG
",272000,Normal
195,Asus,"
13th Gen Intel Core i9-13980HX Processor 2.2 GHz (36M Cache, up to 5.6 GHz, 24 cores: 8 P-cores and 16 E-cores)
","








NVIDIA® GeForce RTX™ 4070 Laptop GPU




ROG Boost: 2225MHz* at 140W (2175MHz Boost Clock+50MHz OC, 115W+25W Dynamic Boost)




8GB GDDR6








","


16GB DDR5-4800 SO-DIMM x 2




Max Capacity:32GB




Support dual channel memory


","





16-inch




FHD+ 16:10 (1920 x 1200, WUXGA)




IPS-level




Anti-glare display




sRGB:100%




Refresh Rate:165Hz




Response Time:7ms




G-Sync




MUX Switch + NVIDIA® Advanced Optimus




Support Dolby Vision HDR :Yes








","
1TB PCIe® 4.0 NVMe™ M.2 SSD
","
4-cell Li-ion, 90WHrs, 4S1P
",720p,"
2.5 KG
",316000,Normal
196,Asus,"
13th Gen Intel® Core™ i9-13980HX Processor 2.2 GHz (36M Cache, up to 5.6 GHz, 24 cores: 8 P-cores and 16 E-cores)
","














NVIDIA® GeForce RTX™ 4070 Laptop GPU




ROG Boost: 2225MHz* at 140W (2175MHz Boost Clock+50MHz OC, 115W+25W Dynamic Boost)




8GB GDDR6














","


16GB DDR5-4800 SO-DIMM x 2




Max Capacity:32GB




Support dual channel memory


","





18-inch




FHD+ 16:10 (1920 x 1200, WUXGA)




IPS-level




Anti-glare display




sRGB:100%




Refresh Rate:165Hz




Response Time:7ms




G-Sync




MUX Switch + NVIDIA® Advanced Optimus




Support Dolby Vision HDR :Yes








","
1TB PCIe® 4.0 NVMe™ M.2 SSD
","
4-cell Li-ion, 90WHrs, 4S1P
",720p,"
3 KG
",318000,Normal
197,Asus,"
AMD Ryzen 7 5800H Processor 3.2GHz (16M Cache, up to 4.4 GHz)
","
NVIDIA GeForce RTX 3060 Laptop GPU
With ROG Boost up to 1802MHz at 115W (130W with Dynamic Boost)
6GB GDDR6
","
16GB DDR4 onboard RAM
Max Capacity: 32GB
","
15.6-inch FHD anti-glare display, sRGB:100%, Adobe:75.35%, Pantone Validated, Refresh Rate:300Hz, Response Time:3ms, IPS-level, FreeSync
","
512GB M.2 NVMe PCIe 3.0
","
90WHrs, 4S1P, 4-cell Li-ion
",720p,"
2.48KG
",340000,Normal
198,Asus,"AMD Ryzen 9 5900HX Processor 3.3 GHz (16M Cache, up to 4.6 GHz)","



NVIDIA GeForce RTX 3070 GPU; 8GB GDDR6 VRAM With ROG Boost



","
16GB DDR4 3200MHz SDRAM
","





15.6-inch, FHD (1920 x 1080 pixels) 16:9, anti-glare display, sRGB:100.00%, Adobe:75.35%, Refresh Rate:300Hz, Response Time:3ms, IPS-level, Adaptive-Sync





",1TB M.2 NVMe PCIe 3.0 ,"90 Whr, lithium-polymer battery Battery",720p,2.3 KG,361000,Normal
199,Asus,"
13th Gen Intel® Core™ i9-13900H Processor 2.6 GHz (24M Cache, up to 5.4 GHz, 14 cores: 6 P-cores and 8 E-cores)
","




















NVIDIA® GeForce RTX™ 4070 Laptop GPU




ROG Boost: 2030MHz* at 140W (1980MHz Boost Clock+50MHz OC, 115W+25W Dynamic Boost, 115W+25W in Manual Mode)




8GB GDDR6




















","








32GB DDR5-4800 




Max Capacity:64GB




Support dual channel memory








","











ROG Nebula Display




16-inch




QHD+ 16:10 (2560 x 1600, WQXGA)




IPS-level




Anti-glare display




DCI-P3:100%




Refresh Rate:240Hz




Response Time:3ms




G-Sync




Pantone Validated




MUX Switch + NVIDIA® Advanced Optimus




Support Dolby Vision HDR :Yes














","
1TB PCIe® 4.0 NVMe™ M.2 SSD
","
4-cell Li-ion, 90WHrs, 4S1P
",720p,"
2.1 KG
",372000,Normal
200,Asus,"
AMD Ryzen™ 9 5980HX Mobile Processor (8-core/16-thread, 20MB cache, up to 4.8 GHz max boost)
","
NVIDIA GeForce RTX 3060 Laptop GPU
With ROG Boost up to 1802MHz at 115W (130W with Dynamic Boost)
6GB GDDR6
","
16GB DDR4 onboard RAM
Max Capacity: 32GB
","
15.6-inch IPS display; 4K UHD (3840 x 2160 pixels) resolution; 16:9 aspect ratio; 120Hz refresh rate with FreeSync; 3ms response time; Pantone Validated; sRGB: 132.7%; Adobe: 100%
","
1TB M.2 NVMe PCIe 3.0
","
90WHrs, 4S1P, 4-cell Li-ion
",720p,"
2.48KG
",375000,Normal
201,Asus,"Intel® Core™ i9-12900H Processor 2.5 GHz (24M Cache, up to 5.0 GHz, 6P+8E cores)",NVIDIA® GeForce® RTX™ 3050 Ti Laptop GPU4GB GDDR6,32GB LPDDR5 on boardTotal system memory upgradeable to:32GB,"
14.5-inch, 2.8K (2880 x 1800) OLED 16:10 aspect ratio, LED Backlit, 0.2ms response time, 120Hz refresh rate, 550nits HDR peak brightness, 100% DCI-P3 color gamut, 1,000,000:1, VESA CERTIFIED Display HDR True Black 500, 1.07 billion colors, PANTONE Validated, 70% less harmful blue light, SGS Eye Care Display, Touch screen, (Screen-to-body ratio)93%, With stylus support
",1TB M.2 NVMe™ PCIe® 4.0 Performance SSD,"76WHrs, 4-cell Li-ion",HD IR Camera,1.65kg,388000,Normal
202,Asus,"AMD Ryzen 9 5900HX Processor 3.3 GHz (16M Cache, up to 4.6 GHz)","



NVIDIA GeForce RTX 3080 GPU; 8GB GDDR6 VRAM With ROG Boost



","
16GB DDR4 3200MHz SDRAM
","





15.6-inch, FHD (1920 x 1080 pixels) 16:9, anti-glare display, sRGB:100.00%, Adobe:75.35%, Refresh Rate:300Hz, Response Time:3ms, IPS-level, Adaptive-Sync





",1TB M.2 NVMe PCIe 3.0 ,"90 Whr, lithium-polymer battery Battery",720p,2.3 KG,410000,Normal
203,Asus,"Intel Core i7-1250U Processor 1.1 GHz (12M Cache, up to 4.7 GHz, 2P+8E cores)",Intel Iris Xe Graphics,16GB LPDDR5 on boardTotal system memory upgradeable to:16GB,"
17.3-inch, 2560 x 1920 FOLED 4:3 aspect ratio, 0.2ms response time, 60Hz refresh rate, 500nits HDR peak brightness, 100% DCI-P3 color gamut, 1,000,000:1, VESA CERTIFIED Display HDR True Black 500, 1.07 billion colors, PANTONE Validated, Glossy display, 70% less harmful blue light, Touch screen, (Screen-to-body ratio)87%
",1TB M.2 NVMe PCIe 4.0 Performance SSD,"75WHrs, 4S1P, 4-cell Li-ion",5.0M camera with IR function,1.5KG,555000,Normal
204,MSI,10th Generation Intel Core i7 10870H processor; Octa-core (8-core) CPU,"NVIDIA GeForce RTX 3060 Laptop GPU 6GB GDDR6Up to 1802MHz Boost Clock, 130W Maximum Graphics Power with Dynamic Boost.",DDR4 16GB 3200Mhz,17.3-inch IPS display; Full-HD (1920 x 1080 Pixels) resolution; 144Hz refresh rate,1TB SSD,Li-Polimer,1080p,2.9 kg,218000,Gaming
205,MSI,9th Generation Intel® Core™ i7 9750H,GeForce® RTX 2080 with 8GB GDDR5,DDR4 32 GB 2666Mhz,"17.3 FHD (1920x1080), 144Hz, 3ms, Wide-View",512 GB,Li-Polimer,1080p,2.39 kg,219000,Gaming
206,MSI,11th Gen Comet Lake Core i7-1185G7 Processor,"NVIDIA GeForce RTX 2060 With Max-Q Design, 6GB GDDR6",16GB 3200Mhz Max 64GB Max Capacity,15.6-inch IPS display; Full-HD (1920 x 1080 pixels); 144Hz refresh rate,512GB NVMe PCIe Gen4,Li-Polymer 52Whr,1080p,1.69 kg,219000,Gaming
207,MSI,11th Gen Comet Lake Core i7-1185G7 Processor,"NVIDIA GeForce GTX 1650Ti With Max-Q Design, 4GB GDDR6 VRAM",16GB 3200Mhz Max 64GB Max Capacity,"15.6 Full-HD (1920 x 1080 pixels), IPS-Level 60Hz 72% NTSC Thin Bezel, close to 100% sRGB",1TB NVMe PCIe Gen4,82 Battery (Whr),1080p,1.65 kg,219000,Gaming
208,MSI,"Intel® Core™ i7-13620H, 10C (6P + 4E) / 16T / 4.9GHz / 24MB",NVIDIA® GeForce RTX™ 4060 Laptop GPU 8GB GDDR6Boost Clock 105W Maximum Graphics Power with Dynamic Boost. *May vary by scenario,16GB (8GB*2) DDR5 5200MHz,"15.6"" FHD (1920x1080), 144Hz, IPS-Level",1TB SSD M.2 2280 PCIe® 4.0x4 NVMe®,3-Cell53.5 Battery (Whr),HD type (30fps@720p),2.25 lbs,220000,Powerful gaming laptop
209,MSI,10th Generation Intel Core i7 10870H processor; Octa-core (8-core) CPU,"NVIDIA GeForce RTX 3060 Graphics card with 6GB GDDR6 VRAMUp to 1802MHz Boost Clock, 130W Maximum Graphics Power with Dynamic Boost.",DDR4 16GB 3200MHz; Expandable up to 64GB,15.6-inch IPS display; Full-HD (1920 x 1080 Pixels) resolution; 144Hz refresh rate,1TB SSD,Li-Polimer,1080p,2.38 kg,229000,Gaming
210,MSI,Intel Core i7-10750H 6-Core,"NVIDIA GeForce RTX 2070 Super With Max-Q Design, 8GB GDDR6",32GB DDR4 2666MHz,"15.6"" FHD (1920x1080), 300Hz, IPS-Level",1TB SSD,Li-Polymer 99Whr,1080p,2.1 kg,245000,Gaming
211,MSI,"Intel Core i7-11800H CPU (Tiger Lake)- 2.3GHz Base Clock, 4.6GHz Max Turbo Clock- 24MB Intel Smart Cache, 8 Cores, 16 Threads","NVIDIA GeForce RTX 3060 Laptop GPU 6GB GDDR6Up to 1485MHz Boost Clock, 85W Maximum Graphics Power with Dynamic Boost.*May vary by scenario",DDR4 16 GB 3200Mhz,15.6-inch IPS display; Quad-HD (2560 x 1440 pixels) resolution; 165Hz refresh rate,1TB SSD 2x M.2 SSD slot (NVMe PCIe Gen3),Li-Polimer,1080p,2.1 kg,245000,Gaming Laptop
212,MSI,"Intel® Core™ i7-13700H, 14C (6P + 8E) / 20T / 5GHz / 24MB",NVIDIA® GeForce RTX™ 4050 Laptop GPU 6GB GDDR6Up to 1605MHz Boost Clock 45W Maximum Graphics Power with Dynamic Boost.,16GB DDR5 4800MHz,"16” QHD+ (2560x1600), 165Hz  100% DCI-P3",1TB SSD M.2 2280 PCIe® 4.0x4 NVMe®,4 cell (82Whr) Li-Polymer,IR FHD Type [30fps/1080p],4.19 Lbs,248000,Portable ultrabook for creators
213,MSI,11th Gen Comet Lake Core i7-1185G7 Processor,"NVIDIA GeForce GTX 1650Ti With Max-Q Design, 4GB GDDR6 VRAM",16GB 3200Mhz Max 64GB Max Capacity,"15.6” 4K UHD 100% Adobe RGB color gamut, Thin Bezel Display",1TB NVMe PCIe Gen4,Li-Polymer 82Whr,1080p,1.65 kg,259000,Gaming
214,MSI,"Intel® Core™ i7-13700HX, 16C (8P + 8E) / 24T / 5.0GHz / 30MB",NVIDIA® GeForce RTX™ 4070 Laptop GPUUp to 2175MHz Boost Clock 140W Maximum Graphics Power with Dynamic Boost.*May vary by scenario*Full-Power GPU Design,32GB (16GB*2) DDR5 5600MHz,"16"" (2560x1600) QHD+, Wide View Angle 240Hz Thin Bezel, 100% DCI-P3",2TB SSD M.2 2280 PCIe® 4.0x4 NVMe®,4 cell (99.9Whr) Li-Ion,1080p FHD with shutter,5.24 lbs,388000,Powerful gaming laptop
215,MSI,4000-series AMD Ryzen 5 4500U Processor,AMD Radeon Graphics,8GB DDR4-3200 Memory Type2 Slot Number of SO-DIMM SlotMax 64GB Max Capacity,15.6-inch IPS display; Full-HD (1920 x 1080 pixels) resolution,512GB SSD,4-CellLi-Polymer Battery (Type)52 Battery (Whr),720p,1.6Kg,81000,Ultrabook
216,MSI,5000-series AMD Ryzen 5 5500U Processor,AMD Radeon Graphics,8GB DDR4-3200 Memory Type2 Slot Number of SO-DIMM SlotMax 64GB Max Capacity,15.6-inch IPS display; Full-HD (1920 x 1080 pixels) resolution,256GB SSD 2x M.2 SSD slot (NVMe PCIe Gen3).,3-CellLi-Polymer Battery (Type)52 Battery (Whr),720p,1.6Kg,85000,Ultrabook
217,MSI,"Intel® Core™ i5-1235U, 10C (2P + 8E) / 12T / 4.4GHz / 12MB",Intel® Iris® Xe graphics,8GB DDR4 3200MHz,"14"" FHD (1920x1080), IPS-Level",512GB SSD M.2 2280 PCIe® 4.0x4 NVMe®,3-Cell39.3/53.8 Battery (Whr),HD type (30fps@720p),1.4 Kg,92000,Portable Budget Ultrabook
218,MSI,4000-series AMD Ryzen 7 4700U Processor,AMD Radeon Graphics,8GB DDR4-3200 Memory Type2 Slot Number of SO-DIMM SlotMax 64GB Max Capacity,"14-inch Full-HD (1920 x 1080 pixels), IPS-Level",256 SSD,4-CellLi-Polymer Battery (Type)52 Battery (Whr),720p,1.3Kg,95000,Normal
219,MSI,9th Generation Intel® Core™ i5-9300H,GeForce® GTX 1650ti  with 4GB GDDR6,"8GB, DDR4, 2666MHz","15.6"" FHD 144Hz (1920x1080), IPS-Level Narrow Bezel",256GB SSD,3-CellLi-Polymer Battery (Type)51 Battery (Whr),720p,1.86Kg,99000,Normal
220,MSI,10th Generation Intel Core i5-10300H,GeForce GTX 1650 MAX-Q with 4GB GDDR5 VRAM,"8GB DDR4, 2666MHz","15.6-inch Full-HD (1920 x 1080 pixels), IPS-Level Narrow Bezel",256GB SSD,3-CellLi-Polymer Battery (Type)51 Battery (Whr),720p,1.86Kg,99000,Normal
221,MSI,"12th Gen Intel Core i5-12450H 2.50GHz Processor (upto 4.4 GHz, 12MB Cache, 8-Cores, 12-Threads, 4 Performance-cores)",Intel Arc A370M Graphics Laptop GPU 4GB GDDR6,"8GB DDR4, 3200Mhz","15.6-inch Full-HD 144Hz (1920 x 1080 pixels), IPS-Level Narrow Bezel",512GB SSD,3-CellLi-Polymer Battery (Type)51 Battery (Whr),720p,1.86Kg,105000,Budget gaming laptop
222,MSI,"Intel® Core™ i5-1335U, 10C (2P + 8E) / 12T / 4.6GHz / 12MB",Intel® Iris® Xe graphics,8GB DDR4 3200MHz,"15.6"" FHD (1920x1080), IPS-Level",512GB SSD M.2 2280 PCIe® 4.0x4 NVMe®,3-Cell39.3/53.8 Battery (Whr),HD type (30fps@720p),1.7 Kg,105000,Portable Budget Ultrabook
223,MSI,11th Gen Comet Lake Core i5-1135G7 Processor,Intel® Iris® Xe graphics,8GB 3200Mhz Max 64GB Max Capacity,"15.6-inch IPS display, Full-HD (1920 x 1080 pixels) resolution, 60Hz refresh rate, 72% NTSC Color Gamut (Color coverage close to 100% sRGB), Thin Bezels",512GB NVMe PCIe Gen4,52 Battery (Whr),720p,1.6 kg,115000,Normal
224,MSI,11th Gen Intel Core I5-1135G7 processor,NVIDIA GeForce MX450 with 2GB GDDR6 VRAM,8GB DDR4-3200MHz Memory Type,"15.6-inch Full-HD (1920 x 1080 pixels), IPS-Level",512GB SSD,3-CellLi-Polymer52,720p,1.6Kg,115000,Normal
225,MSI,11th Gen Intel Core I5-1135G7,GeForce MX450 with 2GB GDDR5 VRAM,8GB DDR4-3200 Memory Type1 Slot Number of SO-DIMM SlotMax 32GB Max Capacity,"14-inch Full-HD (1920 x 1080 pixels), IPS-Level",512GB SSD,4-CellLi-Polymer Battery (Type)52WHr Battery,720p,1.3Kg,115000,Normal
226,MSI,Intel Core i5-10500H 6 Core 2.5 - 4.5GHz,NVIDIA GeForce RTX 3050 Ti Laptop GPU 4GB GDDR6,"8GB DDR4, 2666MHz","15.6-inch Full-HD 144Hz (1920 x 1080 pixels), IPS-Level Narrow Bezel",512GB SSD,3-CellLi-Polymer Battery (Type)51 Battery (Whr),720p,1.86Kg,120000,Budget gaming laptop
227,MSI,9th Generation Intel® Core™ i7 9750H,NVIDIA GeForce GTX 1650 with 4GB GDDR5,DDR4 8 GB 2666Mhz,"15.6"" FHD (1920x1080), 120Hz, IPS-Level",512GB SSD,Li-Polimer,720p,2.3 kg,120000,Normal
228,MSI,AMD Ryzen 7 4800 H-Processor,AMD Radeon RX 5500M with 4GB GDDR6,"8GB DDR4, 3200MHz Memory Type","15.6"" FHD (1920 x 1080 pixels), 144Hz, IPS-Level",512GB SSD,3-CellLi-Polymer Battery (Type)51 Battery (Whr),720p,1.96Kg,123000,Normal
229,MSI,10th Generation Intel® Core™ i5-10300H,GeForce® GTX 1660TI  with 6GB GDDR6,"8GB, DDR4, 2666MHz","15.6"" FHD (1920x1080), IPS-Level Narrow Bezel 120Hz",512GB SSD,3-CellLi-Polymer Battery (Type)51 Battery (Whr),720p,1.86Kg,125000,Normal
230,MSI,11th Gen Intel Core I7-1165G7 processor,NVIDIA Geforce MX450 with 2GB GDDR6 VRAM,8GB DDR4-3200 Memory Type,"15.6-inch Full-HD (1920 x 1080 pixels), IPS-Level",512GB SSD,3-CellLi-Polymer52,720p,1.6Kg,125000,Normal
231,MSI,AMD Ryzen 5 4600H Processor; Hexa-core (6-core) CPU,AMD Radeon RX 5300M with 3GB GDDR6 VRAM,"8GB DDR4, 3200MHz Memory Type",15.6-inch IPS display; Full-HD (1920 x 1080 pixels) resolution; 144Hz refresh rate,512GB SSD,3-CellLi-Polymer Battery (Type)51 Battery (Whr),720p,1.96Kg,128000,Normal
232,MSI,11th Gen Intel Core I7-1165G7,Geforce MX450 with 2GB GDDR6 VRAM,8GB DDR4-3200 Memory Type1 Slot Number of SO-DIMM SlotMax 32GB Max Capacity,"14-inch Full-HD (1920 x 1080 pixels), IPS-Level; 60Hz refresh rate; 72% NTSC color coverage close to 100% sRGB",512 SSD,4-CellLi-Polymer Battery (Type)52 Battery (Whr),720p,1.3Kg,128000,Normal
233,MSI,"Intel® Core™ i7-1355U, 10C (2P + 8E) / 12T / 5GHz / 12MB",Intel® Iris® Xe graphics,16GB DDR4 3200MHz,"15.6"" FHD (1920x1080), IPS-Level",512GB SSD M.2 2280 PCIe® 4.0x4 NVMe®,3-Cell39.3/53.8 Battery (Whr),HD type (30fps@720p),1.7 Kg,131000,Portable Budget Ultrabook
234,MSI,11th Gen Comet Lake Core i5-1135G7 Processor,Intel Iris Xe graphics,DDR4 16GB (3200MHz),"14-inch Full-HD IPS-Level display, 300 Nits brightness, Thin Bezels, 72% NTSC Color Gamut (color coverage close to 100% sRGB)",512GB NVMe PCIe Gen4x4 SSD,Li-Polymer 52Whr,720p,1.2 kg,135000,Normal
235,MSI,9th Generation Intel® Core™ i7-9750H,GeForce® GTX 1660TI  with 6GB GDDR5,"16GB, DDR4, 2666MHz","15.6"" FHD (1920x1080), IPS-Level Narrow Bezel 120Hz",512GB SSD,3-CellLi-Polymer Battery (Type)51 Battery (Whr),720p,1.86Kg,135000,Normal
236,MSI,10th Generation Intel Core i5 10300H,"NVIDIA GeForce RTX 3060 Laptop GPU 6GB GDDR6Up to 1485MHz Boost Clock, 75W Maximum Graphics Power with Dynamic Boost.",DDR4 16GB 3200MHz; Expandable up to 64GB,15.6-inch IPS display; Full-HD (1920 x 1080 Pixels) resolution; 144Hz refresh rate,512GB SSD,Li-Polimer,720p,1.86 kg,145000,Normal
237,MSI,11th Gen Comet Lake Core i7-1165G7 Processor,Intel Iris Xe graphics,8GB; 3200MHz; Expandable up to 64GB,"15.6-inch IPS display, Full-HD (1920 x 1080 pixels) resolution, 60Hz refresh rate, 72% NTSC Color Gamut (Color coverage close to 100% sRGB), Thin Bezels",512GB NVMe PCIe Gen4,52 Battery (Whr),720p,1.6 kg,145000,Normal
238,MSI,10th Generation Intel Core i7-10750H,NVIDIA GTX 1660Ti with 6GB GDDR6 VRAM,8GB DDR4 @ 2666MHz,"15.6"" Full-HD (1920x1080), IPS-Level Narrow Bezel 144Hz refresh rate",512GB SSD,3-CellLi-Polymer Battery (Type)51 Battery (Whr),720p,1.86Kg,145000,Normal
239,MSI,11th Gen Comet Lake Core i7-1185G7 Processor,Intel Iris Xe graphics,DDR4 16GB (3200MHz),"14-inch IPS display, Full-HD Resolution (1920 x 1080 pixels), 60Hz refresh rate, 300 Nits brightness, Thin Bezel, 72% NTSC Color Gamut (Color coverage close to 100% sRGB)",512GB NVMe PCIe Gen4x4 SSD,Li-Polymer 52Whr,720p,1.2 kg,150000,Normal
240,MSI,10th Generation Intel Core i7-10750H,NVIDIA GeForce GTX 1660Ti with 6GB GDDR6 VRAM,DDR4 16GB 2666Mhz,"17.3-inch FHD (1920 x 1080 pixels), 144Hz refresh rate, IPS Level",512GB SSD,Li-Polimer,720p,2.6 kg,159000,Normal
241,MSI,10th Generation Intel Core i7 10750H,"NVIDIA GeForce RTX 3060 Laptop GPU 6GB GDDR6Up to 1485MHz Boost Clock, 75W Maximum Graphics Power with Dynamic Boost.",DDR4 16GB 3200Mhz,"15.6-inch Full-HD (1920 x 1080 Pixels), 144Hz IPS Level",512GB SSD,Li-Polimer,720p,1.86 kg,165000,Normal
242,MSI,10th Gen Comet Lake Core i7-10710U Processor,"NVIDIA GeForce GTX 1650 With Max-Q Design, 4GB GDDR5",16GB DDR4 - 2 Slots - Max 32GB,15.6-inch Full-HD (1920 x 1080 pixels) IPS level Anti-Glare Wide View Angle Thin Bezel Close to 100% SRGB,512GB SSD,Li-Polymer 82Whr,720p,1.6 kg,168000,Normal
243,MSI,10th Generation Intel Core i7 10750H,GeForce GTX 1660TI 6GB GDDR6,DDR4 16GB 2666Mhz,"15.6-inch Full-HD (1920 x 1080 Pixels), 144Hz IPS Level",512GB SSD,Li-Polimer,720p,2.3 kg,169000,Normal
244,MSI,9th Generation Intel® Core™ i7 9750H,GeForce® RTX 2060 with 6GB GDDR5,DDR4 16 GB 2666Mhz,"15.6 FHD (1920x1080), 240hz IPS Level",512x2 1TB SSD,Li-Polimer,720p,2.27 kg,179000,Normal
245,MSI,Intel Core i7-10750H 6-Core,"NVIDIA GeForce GTX 1660Ti, 6GB GDDR6",16GB DDR4 3200MHz,"15.6-inch Full-HD (1920 x 1080 Pixels), 144Hz, IPS-Level",512GB SSD,Li-Polymer 99Whr,720p,2.1 kg,185000,Normal
246,MSI,"Intel Core i7-11800H CPU (Tiger Lake)- 2.3GHz Base Clock, 4.6GHz Max Turbo Clock- 24MB Intel Smart Cache, 8 Cores, 16 Threads","NVIDIA GeForce RTX 3060 Laptop GPU 6GB GDDR6Up to 1485MHz Boost Clock, 85W Maximum Graphics Power with Dynamic Boost.*May vary by scenario",DDR4 16GB 3200Mhz,15.6-inch IPS Display; Full-HD (1920 x 1080 pixels) resolution; 144Hz refresh rate,1TB SSD 2x M.2 SSD slot (NVMe PCIe Gen3),Li-Polimer,720p,2.25 kg,189000,Gaming Laptop
247,MSI,"Intel® Core™ i7-13620H, 10C (6P + 4E) / 16T / 4.9GHz / 24MB",NVIDIA® GeForce RTX™ 4050 Laptop GPU 6GB GDDR6Up to 2355MHz Boost Clock 105W Maximum Graphics Power with Dynamic Boost. *May vary by scenario,16GB (8GB*2) DDR5 5200MHz,"15.6"" FHD (1920x1080), 144Hz, IPS-Level",1TB SSD M.2 2280 PCIe® 4.0x4 NVMe®,3-Cell53.5 Battery (Whr),HD type (30fps@720p),2.25 lbs,205000,Powerful gaming laptop
248,MSI,11th Gen Comet Lake Core i7-1185G7 Processor,NVIDIA GeForce GTX 1660TI; 6GB GDDR6 VRAM,16GB 3200MHz; 64GB (Max Capacity),15.6-inch IPS display; Full-HD (1920 x 1080 pixels) display; 144Hz refresh rate,512GB NVMe PCIe Gen4,Li-Polymer 52Whr,720p,1.69 kg,210000,Normal
249,MSI,11th Gen Comet Lake Core i7-1185G7 Processor,"GeForce GTX 1650Ti MAX Q, GDDR6 4GB",DDR4 16GB (3200MHz),"15.6"" FHD IPS-Level 60Hz 72% NTSC color coverage, Thin Bezel, 100% sRGB color gamut",1TB NVMe PCIe Gen4x4 SSD,Li-Polymer 82Whr,720p,1.69 kg,210000,Normal
250,MSI,"Intel® Core™ i7-1360P, 12C (4P + 8E) / 16T / 5GHz / 18MB",Intel® Iris® Xe graphics,16GB DDR5 4800MHz,"16” FHD+ (1920x1200), 165Hz, IPS-Level Touchscreen",1TB SSD M.2 2280 PCIe® 4.0x4 NVMe®,4-Cell82 Battery (Whr),R FHD type (30fps@1080p),2.1 kg,215000,Portable ultrabook for creators
251,HP,"AMD Ryzen™ 3 5300U (up to 3.8 GHz max boost clock, 4 MB L3 cache, 4 cores, 8 threads)",AMD Radeon™ Graphics,4 GB DDR4-3200 MHz RAM (1 x 4 GB),"35.6 cm (14"") diagonal, FHD (1920 x 1080), IPS, micro-edge, BrightView, 250 nits, 45% NTSC",256 GB PCIe® NVMe™ M.2 SSD,"3-cell, 41 Wh Li-ion",HP True Vision 720p HD camera with integrated dual array digital microphones,Starting at 1.47 kg,51000,Normal
252,HP,"AMD Ryzen 5 5500U (up to 4.0 GHz max boost clock, 8 MB L3 cache, 6 cores, 12 threads)","AMD Radeon™ Graphics
Integrated",8GB DDR4-3200 MHz RAM (2 x 4 GB),"15.6"" diagonal, FHD (1920 x 1080), micro-edge, anti-glare, 250 nits, 45% NTSC",256 GB PCIe® NVMe™ M.2 SSD,"3-cell, 41 Wh Li-ion",HP True Vision 720p HD camera with integrated dual array digital microphones,1.69 kg,67000,Normal
253,HP,"AMD Ryzen 5 5500U (up to 4.0 GHz max boost clock, 8 MB L3 cache, 6 cores, 12 threads)",AMD Radeon™ Graphics,8 GB DDR4-3200 MHz RAM (1 x 8 GB),"15.6"" diagonal, FHD (1920 x 1080), IPS, micro-edge, anti-glare, 250 nits, 45% NTSC",512 GB PCIe® NVMe™ M.2 SSD,"3-cell, 41 Wh Li-ion",HP True Vision 720p HD camera with integrated dual array digital microphones,Starting at 1.7 kg,71000,Budget Notebook
254,HP,"AMD Ryzen™ 5 5500U (up to 4.0 GHz max boost clock, 8 MB L3 cache, 6 cores, 12 threads)",AMD Radeon™ Graphics,8 GB DDR4-3200 MHz RAM (2 x 4 GB),"15.6"" diagonal, FHD (1920 x 1080), IPS, micro-edge, BrightView, 250 nits, 45% NTSC",512 GB PCIe® NVMe™ M.2 SSD,"3-cell, 41 Wh Li-ion",HP Wide Vision 720p HD camera with integrated dual array digital microphones,1.75 kg,81900,Normal
